borehole,name_he,family,param_code,param_name,first_sample_date,last_sample_date,n_samples,years_covered_count,last_year,monitoring_active_2024_or_later,trend_possible
נת_חולון_26,נת חולון 26,FUEL,BENZENE,BENZENE,2022-11-20,2023-02-06,2,2,2023,False,False
נת_חולון_26,נת חולון 26,METALS,CADMIUM AS CD,CADMIUM AS CD,2022-11-20,2023-02-06,2,2,2023,False,False
נת_חולון_26,נת חולון 26,INDUSTRY,CHLOROFORM,CHLOROFORM,2022-11-20,2023-02-06,3,2,2023,False,False
נת_חולון_26,נת חולון 26,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2022-11-20,2023-02-06,3,2,2023,False,False
נת_חולון_26,נת חולון 26,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-11-20,2023-02-06,3,2,2023,False,False
נת_חולון_26,נת חולון 26,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-11-20,2023-02-06,2,2,2023,False,False
נת_חולון_26,נת חולון 26,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-11-20,2023-02-06,3,2,2023,False,False
נת_חולון_26,נת חולון 26,FUEL,ETHYL BENZENE,ETHYL BENZENE,2022-11-20,2023-02-06,2,2,2023,False,False
נת_חולון_26,נת חולון 26,METALS,LEAD AS PB,LEAD AS PB,2022-11-20,2023-02-06,2,2,2023,False,False
נת_חולון_26,נת חולון 26,METALS,MERCURY AS HG,MERCURY AS HG,2022-11-20,2023-02-06,2,2,2023,False,False
נת_חולון_26,נת חולון 26,FUEL, MTBE,MTBE,2022-11-20,2023-02-06,3,2,2023,False,False
נת_חולון_26,נת חולון 26,METALS,NICKEL AS NI,NICKEL AS NI,2022-11-20,2023-02-06,2,2,2023,False,False
נת_חולון_26,נת חולון 26,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-11-20,2023-02-06,3,2,2023,False,False
נת_חולון_26,נת חולון 26,FUEL,TOLUENE,TOLUENE,2022-11-20,2023-02-06,3,2,2023,False,False
נת_חולון_26,נת חולון 26,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2022-11-20,2023-02-06,2,2,2023,False,False
נת_חולון_26,נת חולון 26,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-11-20,2023-02-06,3,2,2023,False,False
נת_חולון_26,נת חולון 26,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2022-11-20,2023-02-06,2,2,2023,False,False
נת_חולון_26,נת חולון 26,FUEL,XYLENE,XYLENE,2022-11-20,2023-02-06,3,2,2023,False,False
נת_חולון_26,נת חולון 26,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-02-06,2023-02-06,1,1,2023,False,False
נת_חולון_23,נת חולון 23,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2022-11-14,2026-02-10,2,2,2026,True,False
נת_חולון_23,נת חולון 23,METALS,ARSENIC AS AS,ARSENIC AS AS,2022-11-14,2022-11-14,1,1,2022,False,False
נת_חולון_23,נת חולון 23,FUEL,BENZENE,BENZENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,METALS,CADMIUM AS CD,CADMIUM AS CD,2022-11-14,2022-11-14,1,1,2022,False,False
נת_חולון_23,נת חולון 23,INDUSTRY,CHLOROFORM,CHLOROFORM,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2022-11-14,2023-02-06,2,2,2023,False,False
נת_חולון_23,נת חולון 23,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,FUEL,ETHYL BENZENE,ETHYL BENZENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,METALS,LEAD AS PB,LEAD AS PB,2022-11-14,2022-11-14,1,1,2022,False,False
נת_חולון_23,נת חולון 23,METALS,MERCURY AS HG,MERCURY AS HG,2022-11-14,2022-11-14,1,1,2022,False,False
נת_חולון_23,נת חולון 23,FUEL, MTBE,MTBE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,METALS,NICKEL AS NI,NICKEL AS NI,2022-11-14,2022-11-14,1,1,2022,False,False
נת_חולון_23,נת חולון 23,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,FUEL,TOLUENE,TOLUENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,FUEL,XYLENE,XYLENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_23,נת חולון 23,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-02-06,2024-11-27,2,2,2024,True,False
נת_חולון_24,נת חולון 24,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_24,נת חולון 24,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2022-11-14,2023-02-06,2,2,2023,False,False
נת_חולון_24,נת חולון 24,METALS,ARSENIC AS AS,ARSENIC AS AS,2022-11-14,2023-02-06,2,2,2023,False,False
נת_חולון_24,נת חולון 24,FUEL,BENZENE,BENZENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_24,נת חולון 24,METALS,CADMIUM AS CD,CADMIUM AS CD,2022-11-14,2023-02-06,2,2,2023,False,False
נת_חולון_24,נת חולון 24,INDUSTRY,CHLOROFORM,CHLOROFORM,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2022-11-14,2023-02-06,3,2,2023,False,False
נת_חולון_24,נת חולון 24,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_24,נת חולון 24,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,FUEL,ETHYL BENZENE,ETHYL BENZENE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,METALS,LEAD AS PB,LEAD AS PB,2022-11-14,2023-02-06,2,2,2023,False,False
נת_חולון_24,נת חולון 24,METALS,MERCURY AS HG,MERCURY AS HG,2022-11-14,2023-02-06,2,2,2023,False,False
נת_חולון_24,נת חולון 24,FUEL, MTBE,MTBE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,METALS,NICKEL AS NI,NICKEL AS NI,2022-11-14,2023-02-06,2,2,2023,False,False
נת_חולון_24,נת חולון 24,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,FUEL,TOLUENE,TOLUENE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_24,נת חולון 24,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_24,נת חולון 24,FUEL,XYLENE,XYLENE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_24,נת חולון 24,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-02-06,2024-11-27,2,2,2024,True,False
נת_חולון_25,נת חולון 25,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,METALS,ARSENIC AS AS,ARSENIC AS AS,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,FUEL,BENZENE,BENZENE,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,METALS,CADMIUM AS CD,CADMIUM AS CD,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,INDUSTRY,CHLOROFORM,CHLOROFORM,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,FUEL,ETHYL BENZENE,ETHYL BENZENE,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,METALS,LEAD AS PB,LEAD AS PB,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,METALS,MERCURY AS HG,MERCURY AS HG,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,FUEL, MTBE,MTBE,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,METALS,NICKEL AS NI,NICKEL AS NI,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,FUEL,TOLUENE,TOLUENE,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_25,נת חולון 25,FUEL,XYLENE,XYLENE,2022-11-18,2023-02-10,2,2,2023,False,False
נת_חולון_21,נת חולון 21,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2022-11-14,2023-02-08,2,2,2023,False,False
נת_חולון_21,נת חולון 21,METALS,ARSENIC AS AS,ARSENIC AS AS,2022-11-14,2023-02-08,2,2,2023,False,False
נת_חולון_21,נת חולון 21,FUEL,BENZENE,BENZENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,METALS,CADMIUM AS CD,CADMIUM AS CD,2022-11-14,2023-02-08,2,2,2023,False,False
נת_חולון_21,נת חולון 21,INDUSTRY,CHLOROFORM,CHLOROFORM,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_21,נת חולון 21,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2022-11-14,2023-02-08,3,2,2023,False,False
נת_חולון_21,נת חולון 21,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_21,נת חולון 21,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_21,נת חולון 21,FUEL,ETHYL BENZENE,ETHYL BENZENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,METALS,LEAD AS PB,LEAD AS PB,2022-11-14,2023-02-08,2,2,2023,False,False
נת_חולון_21,נת חולון 21,METALS,MERCURY AS HG,MERCURY AS HG,2022-11-14,2023-02-08,2,2,2023,False,False
נת_חולון_21,נת חולון 21,FUEL, MTBE,MTBE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,METALS,NICKEL AS NI,NICKEL AS NI,2022-11-14,2023-02-08,2,2,2023,False,False
נת_חולון_21,נת חולון 21,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_21,נת חולון 21,FUEL,TOLUENE,TOLUENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_21,נת חולון 21,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,FUEL,XYLENE,XYLENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_21,נת חולון 21,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-02-08,2024-11-27,2,2,2024,True,False
נת_חולון_22,נת חולון 22,FUEL,BENZENE,BENZENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_22,נת חולון 22,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2022-11-14,2023-02-08,3,2,2023,False,False
נת_חולון_22,נת חולון 22,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_22,נת חולון 22,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_22,נת חולון 22,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_22,נת חולון 22,FUEL,ETHYL BENZENE,ETHYL BENZENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_22,נת חולון 22,METALS,LEAD AS PB,LEAD AS PB,2022-11-14,2023-02-08,2,2,2023,False,False
נת_חולון_22,נת חולון 22,FUEL, MTBE,MTBE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_22,נת חולון 22,METALS,NICKEL AS NI,NICKEL AS NI,2022-11-14,2023-02-08,2,2,2023,False,False
נת_חולון_22,נת חולון 22,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_22,נת חולון 22,FUEL,TOLUENE,TOLUENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_22,נת חולון 22,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-11-14,2024-11-27,4,3,2024,True,False
נת_חולון_22,נת חולון 22,FUEL,XYLENE,XYLENE,2022-11-14,2024-11-27,3,3,2024,True,False
נת_חולון_22,נת חולון 22,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-02-08,2024-11-27,2,2,2024,True,False
נת_חולון_22,נת חולון 22,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-02-08,2024-11-27,2,2,2024,True,False
נת_חולון_22,נת חולון 22,METALS,ARSENIC AS AS,ARSENIC AS AS,2023-02-08,2023-02-08,1,1,2023,False,False
נת_חולון_22,נת חולון 22,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-02-08,2023-02-08,1,1,2023,False,False
נת_חולון_22,נת חולון 22,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-02-08,2024-11-27,2,2,2024,True,False
נת_חולון_22,נת חולון 22,INDUSTRY,CHLOROFORM,CHLOROFORM,2023-02-08,2024-11-27,3,2,2024,True,False
נת_חולון_22,נת חולון 22,METALS,MERCURY AS HG,MERCURY AS HG,2023-02-08,2023-02-08,1,1,2023,False,False
נת_חולון_22,נת חולון 22,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-02-08,2024-11-27,2,2,2024,True,False
נת_חולון_22,נת חולון 22,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-02-08,2024-11-27,2,2,2024,True,False
נת_חולון_22,נת חולון 22,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2026-02-10,2026-02-10,1,1,2026,True,False
נד_מרכבות_האש_7,נד מרכבות האש 7,FUEL,BENZENE,BENZENE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_מרכבות_האש_7,נד מרכבות האש 7,FUEL,ETHYL BENZENE,ETHYL BENZENE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_מרכבות_האש_7,נד מרכבות האש 7,FUEL, MTBE,MTBE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_מרכבות_האש_7,נד מרכבות האש 7,FUEL,TOLUENE,TOLUENE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_מרכבות_האש_7,נד מרכבות האש 7,FUEL,XYLENE,XYLENE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_מרכבות_האש_8,נד מרכבות האש 8,FUEL,BENZENE,BENZENE,2024-01-15,2025-05-14,2,2,2025,True,False
נד_מרכבות_האש_8,נד מרכבות האש 8,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-01-15,2025-05-14,2,2,2025,True,False
נד_מרכבות_האש_8,נד מרכבות האש 8,FUEL, MTBE,MTBE,2024-01-15,2025-05-14,2,2,2025,True,False
נד_מרכבות_האש_8,נד מרכבות האש 8,FUEL,TOLUENE,TOLUENE,2024-01-15,2025-05-14,2,2,2025,True,False
נד_מרכבות_האש_8,נד מרכבות האש 8,FUEL,XYLENE,XYLENE,2024-01-15,2025-05-14,2,2,2025,True,False
נד_מרכבות_האש_9,נד מרכבות האש 9,FUEL,BENZENE,BENZENE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_מרכבות_האש_9,נד מרכבות האש 9,FUEL,ETHYL BENZENE,ETHYL BENZENE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_מרכבות_האש_9,נד מרכבות האש 9,FUEL, MTBE,MTBE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_מרכבות_האש_9,נד מרכבות האש 9,FUEL,TOLUENE,TOLUENE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_מרכבות_האש_9,נד מרכבות האש 9,FUEL,XYLENE,XYLENE,2023-05-30,2025-05-14,3,3,2025,True,False
נד_אגד_אזור_n1,נד אגד אזור N1,FUEL,BENZENE,BENZENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n1,נד אגד אזור N1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n1,נד אגד אזור N1,FUEL, MTBE,MTBE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n1,נד אגד אזור N1,FUEL,TOLUENE,TOLUENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n1,נד אגד אזור N1,FUEL,XYLENE,XYLENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n2,נד אגד אזור N2,FUEL,BENZENE,BENZENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n2,נד אגד אזור N2,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n2,נד אגד אזור N2,FUEL, MTBE,MTBE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n2,נד אגד אזור N2,FUEL,TOLUENE,TOLUENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n2,נד אגד אזור N2,FUEL,XYLENE,XYLENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL,BENZENE,BENZENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL, MTBE,MTBE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL,TOLUENE,TOLUENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL,XYLENE,XYLENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL,BENZENE,BENZENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL, MTBE,MTBE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL,TOLUENE,TOLUENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL,XYLENE,XYLENE,2024-03-05,2025-02-23,2,2,2025,True,False
נד_אגד_אזור_16,נד אגד אזור 16,FUEL,BENZENE,BENZENE,2024-01-15,2024-01-15,1,1,2024,True,False
נד_אגד_אזור_16,נד אגד אזור 16,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-01-15,2024-01-15,1,1,2024,True,False
נד_אגד_אזור_16,נד אגד אזור 16,FUEL, MTBE,MTBE,2024-01-15,2024-01-15,1,1,2024,True,False
נד_אגד_אזור_16,נד אגד אזור 16,FUEL,TOLUENE,TOLUENE,2024-01-15,2024-01-15,1,1,2024,True,False
נד_אגד_אזור_16,נד אגד אזור 16,FUEL,XYLENE,XYLENE,2024-01-15,2024-01-15,1,1,2024,True,False
נד_אגד_אזור_15,נד אגד אזור 15,FUEL,BENZENE,BENZENE,2024-02-26,2024-02-26,1,1,2024,True,False
נד_אגד_אזור_15,נד אגד אזור 15,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-02-26,2024-02-26,1,1,2024,True,False
נד_אגד_אזור_15,נד אגד אזור 15,FUEL, MTBE,MTBE,2024-02-26,2024-02-26,1,1,2024,True,False
נד_אגד_אזור_15,נד אגד אזור 15,FUEL,TOLUENE,TOLUENE,2024-02-26,2024-02-26,1,1,2024,True,False
נד_אגד_אזור_15,נד אגד אזור 15,FUEL,XYLENE,XYLENE,2024-02-26,2024-02-26,1,1,2024,True,False
נד_אגד_אזור_17,נד אגד אזור 17,FUEL,BENZENE,BENZENE,2024-03-05,2024-03-05,1,1,2024,True,False
נד_אגד_אזור_17,נד אגד אזור 17,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-03-05,2024-03-05,1,1,2024,True,False
נד_אגד_אזור_17,נד אגד אזור 17,FUEL, MTBE,MTBE,2024-03-05,2024-03-05,1,1,2024,True,False
נד_אגד_אזור_17,נד אגד אזור 17,FUEL,TOLUENE,TOLUENE,2024-03-05,2024-03-05,1,1,2024,True,False
נד_אגד_אזור_17,נד אגד אזור 17,FUEL,XYLENE,XYLENE,2024-03-05,2024-03-05,1,1,2024,True,False
נד_אגד_אזור_18,נד אגד אזור 18,FUEL,BENZENE,BENZENE,2024-03-05,2024-03-05,1,1,2024,True,False
נד_אגד_אזור_18,נד אגד אזור 18,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-03-05,2024-03-05,1,1,2024,True,False
נד_אגד_אזור_18,נד אגד אזור 18,FUEL, MTBE,MTBE,2024-03-05,2024-03-05,1,1,2024,True,False
נד_אגד_אזור_18,נד אגד אזור 18,FUEL,TOLUENE,TOLUENE,2024-03-05,2024-03-05,1,1,2024,True,False
נד_אגד_אזור_18,נד אגד אזור 18,FUEL,XYLENE,XYLENE,2024-03-05,2024-03-05,1,1,2024,True,False
מק_חולון_23,מק חולון 23,METALS,ARSENIC AS AS,ARSENIC AS AS,2010-06-15,2016-09-19,4,4,2016,False,False
מק_חולון_23,מק חולון 23,METALS,CADMIUM AS CD,CADMIUM AS CD,2010-06-15,2016-09-19,4,4,2016,False,False
מק_חולון_23,מק חולון 23,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2010-06-15,2016-09-19,5,5,2016,False,True
מק_חולון_23,מק חולון 23,METALS,LEAD AS PB,LEAD AS PB,2010-06-15,2016-09-19,4,4,2016,False,False
מק_חולון_23,מק חולון 23,METALS,NICKEL AS NI,NICKEL AS NI,2010-06-15,2016-09-19,4,4,2016,False,False
